id,food_name_canonical,scenario_input,scenario_type,language,category,region,preparation_variant,portion_unit,typical_portion,expected_resolved_food
RIF_04929,Nimbu Pani,leembu panee,typo_phonetic_transcription,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04930,Nimbu Pani,limboo pani,typo_phonetic_transcription,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04931,Nimbu Pani,limbu paani,typo_phonetic_transcription,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04932,Nimbu Pani,limbhu pani,typo_phonetic_transcription,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04933,Nimbu Pani,lymbu pany,typo_phonetic_transcription,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04934,Nimbu Pani,lombu pani,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04935,Nimbu Pani,linbu pani,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04936,Nimbu Pani,limbu oani,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04937,Nimbu Pani,limbu psni,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04938,Nimbu Pani,limbu pami,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04939,Nimbu Pani,limbu pano,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04940,Nimbu Pani,ilmbu pani,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04941,Nimbu Pani,lmibu pani,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04942,Nimbu Pani,libmu pani,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04943,Nimbu Pani,limub pani,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04944,Nimbu Pani,limb upani,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04945,Nimbu Pani,limbup ani,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04946,Nimbu Pani,limbu apni,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04947,Nimbu Pani,limbu pnai,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04948,Nimbu Pani,limbu pain,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (250ml),Nimbu Pani
RIF_04949,Badam Milk,baaadam milk,typo_char_repetition,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04950,Badam Milk,baaaadam milk,typo_char_repetition_extreme,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04951,Badam Milk,badddam milk,typo_char_repetition,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04952,Badam Milk,baddddam milk,typo_char_repetition_extreme,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04953,Badam Milk,badaaam milk,typo_char_repetition,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04954,Badam Milk,badaaaam milk,typo_char_repetition_extreme,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04955,Badam Milk,badammm milk,typo_char_repetition,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04956,Badam Milk,badammmm milk,typo_char_repetition_extreme,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04957,Badam Milk,badam mmmilk,typo_char_repetition,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04958,Badam Milk,badam mmmmilk,typo_char_repetition_extreme,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04959,Badam Milk,badam miiilk,typo_char_repetition,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04960,Badam Milk,badam miiiilk,typo_char_repetition_extreme,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04961,Badam Milk,bdam milk,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04962,Badam Milk,baam milk,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04963,Badam Milk,badm milk,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04964,Badam Milk,bada milk,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04965,Badam Milk,badam ilk,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04966,Badam Milk,badam mlk,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04967,Badam Milk,badam mik,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04968,Badam Milk,badam meelk,typo_phonetic_transcription,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04969,Badam Milk,baadaam milk,typo_phonetic_transcription,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04970,Badam Milk,badam milkh,typo_phonetic_transcription,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04971,Badam Milk,bhadam milk,typo_phonetic_transcription,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04972,Badam Milk,badham milk,typo_phonetic_transcription,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04973,Badam Milk,badam mylk,typo_phonetic_transcription,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04974,Badam Milk,bsdam milk,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04975,Badam Milk,basam milk,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04976,Badam Milk,badsm milk,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04977,Badam Milk,badan milk,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04978,Badam Milk,badam nilk,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04979,Badam Milk,badam molk,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04980,Badam Milk,badam milj,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04981,Badam Milk,abdam milk,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04982,Badam Milk,bdaam milk,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04983,Badam Milk,baadm milk,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04984,Badam Milk,badma milk,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04985,Badam Milk,bada mmilk,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04986,Badam Milk,badamm ilk,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04987,Badam Milk,badam imlk,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04988,Badam Milk,badam mlik,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04989,Badam Milk,badam mikl,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04990,Badam Milk,baaadam doodh,typo_char_repetition,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04991,Badam Milk,baaaadam doodh,typo_char_repetition_extreme,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04992,Badam Milk,badddam doodh,typo_char_repetition,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04993,Badam Milk,baddddam doodh,typo_char_repetition_extreme,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04994,Badam Milk,badaaam doodh,typo_char_repetition,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04995,Badam Milk,badaaaam doodh,typo_char_repetition_extreme,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04996,Badam Milk,badammm doodh,typo_char_repetition,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04997,Badam Milk,badammmm doodh,typo_char_repetition_extreme,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04998,Badam Milk,badam dddoodh,typo_char_repetition,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_04999,Badam Milk,badam ddddoodh,typo_char_repetition_extreme,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05000,Badam Milk,badam doooodh,typo_char_repetition,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05001,Badam Milk,badam dooooodh,typo_char_repetition_extreme,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05002,Badam Milk,badam doodddh,typo_char_repetition,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05003,Badam Milk,badam dooddddh,typo_char_repetition_extreme,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05004,Badam Milk,bdam doodh,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05005,Badam Milk,baam doodh,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05006,Badam Milk,badm doodh,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05007,Badam Milk,bada doodh,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05008,Badam Milk,badamdoodh,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05009,Badam Milk,badam oodh,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05010,Badam Milk,badam dodh,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05011,Badam Milk,badam dooh,typo_missing_char,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05012,Badam Milk,badam dudh,typo_phonetic_transcription,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05013,Badam Milk,baadaam doodh,typo_phonetic_transcription,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05014,Badam Milk,bhadam doodh,typo_phonetic_transcription,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05015,Badam Milk,badam dood,typo_phonetic_transcription,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05016,Badam Milk,badham dhoodhh,typo_phonetic_transcription,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05017,Badam Milk,bsdam doodh,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05018,Badam Milk,basam doodh,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05019,Badam Milk,badsm doodh,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05020,Badam Milk,badan doodh,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05021,Badam Milk,badam soodh,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05022,Badam Milk,badam dpodh,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05023,Badam Milk,badam dopdh,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05024,Badam Milk,badam doosh,typo_keyboard_slip,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05025,Badam Milk,abdam doodh,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05026,Badam Milk,bdaam doodh,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05027,Badam Milk,baadm doodh,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05028,Badam Milk,badma doodh,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05029,Badam Milk,bada mdoodh,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05030,Badam Milk,badamd oodh,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05031,Badam Milk,badam ododh,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05032,Badam Milk,badam dodoh,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05033,Badam Milk,badam doohd,typo_transposed_letters,English/Roman,drink,North India,normal,glass,1 glass (200ml),Badam Milk
RIF_05034,Sugarcane Juice,sssugarcane juice,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05035,Sugarcane Juice,ssssugarcane juice,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05036,Sugarcane Juice,suuugarcane juice,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05037,Sugarcane Juice,suuuugarcane juice,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05038,Sugarcane Juice,sugaaarcane juice,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05039,Sugarcane Juice,sugaaaarcane juice,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05040,Sugarcane Juice,sugarrrcane juice,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05041,Sugarcane Juice,sugarrrrcane juice,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05042,Sugarcane Juice,sugarcaaane juice,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05043,Sugarcane Juice,sugarcaaaane juice,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05044,Sugarcane Juice,sugarcannne juice,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05045,Sugarcane Juice,sugarcannnne juice,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05046,Sugarcane Juice,sugarcaneee juice,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05047,Sugarcane Juice,sugarcaneeee juice,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05048,Sugarcane Juice,sugarcane juuuice,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05049,Sugarcane Juice,sugarcane juuuuice,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05050,Sugarcane Juice,sugarcane juiiice,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05051,Sugarcane Juice,sugarcane juiiiice,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05052,Sugarcane Juice,sugarcane juiceee,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05053,Sugarcane Juice,sugarcane juiceeee,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05054,Sugarcane Juice,sgarcane juice,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05055,Sugarcane Juice,suarcane juice,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05056,Sugarcane Juice,sugrcane juice,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05057,Sugarcane Juice,sugacane juice,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05058,Sugarcane Juice,sugarane juice,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05059,Sugarcane Juice,sugarcne juice,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05060,Sugarcane Juice,sugarcae juice,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05061,Sugarcane Juice,sugarcan juice,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05062,Sugarcane Juice,sugarcanejuice,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05063,Sugarcane Juice,sugarcane uice,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05064,Sugarcane Juice,sugarcane jice,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05065,Sugarcane Juice,sugarcane juce,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05066,Sugarcane Juice,sugarcane juie,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05067,Sugarcane Juice,sugarcane jueece,typo_phonetic_transcription,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05068,Sugarcane Juice,soogarcane jooice,typo_phonetic_transcription,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05069,Sugarcane Juice,sugaarcaane juice,typo_phonetic_transcription,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05070,Sugarcane Juice,shugarcane juice,typo_phonetic_transcription,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05071,Sugarcane Juice,sugarcane juyce,typo_phonetic_transcription,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05072,Sugarcane Juice,augarcane juice,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05073,Sugarcane Juice,sugsrcane juice,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05074,Sugarcane Juice,sugatcane juice,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05075,Sugarcane Juice,sugarcsne juice,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05076,Sugarcane Juice,sugarcame juice,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05077,Sugarcane Juice,sugarcanw juice,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05078,Sugarcane Juice,sugarcane juoce,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05079,Sugarcane Juice,sugarcane juicw,typo_keyboard_slip,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05080,Sugarcane Juice,usgarcane juice,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05081,Sugarcane Juice,sguarcane juice,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05082,Sugarcane Juice,suagrcane juice,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05083,Sugarcane Juice,sugracane juice,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05084,Sugarcane Juice,sugacrane juice,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05085,Sugarcane Juice,sugaracne juice,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05086,Sugarcane Juice,sugarcnae juice,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05087,Sugarcane Juice,sugarcaen juice,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05088,Sugarcane Juice,sugarcan ejuice,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05089,Sugarcane Juice,sugarcanej uice,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05090,Sugarcane Juice,sugarcane ujice,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05091,Sugarcane Juice,sugarcane jiuce,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05092,Sugarcane Juice,sugarcane jucie,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05093,Sugarcane Juice,sugarcane juiec,typo_transposed_letters,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05094,Sugarcane Juice,sssherdi no ras,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05095,Sugarcane Juice,ssssherdi no ras,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05096,Sugarcane Juice,sheeerdi no ras,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05097,Sugarcane Juice,sheeeerdi no ras,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05098,Sugarcane Juice,sherrrdi no ras,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05099,Sugarcane Juice,sherrrrdi no ras,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05100,Sugarcane Juice,sherdddi no ras,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05101,Sugarcane Juice,sherddddi no ras,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05102,Sugarcane Juice,sherdiii no ras,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05103,Sugarcane Juice,sherdiiii no ras,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05104,Sugarcane Juice,sherdi nnno ras,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05105,Sugarcane Juice,sherdi nnnno ras,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05106,Sugarcane Juice,sherdi nooo ras,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05107,Sugarcane Juice,sherdi noooo ras,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05108,Sugarcane Juice,sherdi no rrras,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05109,Sugarcane Juice,sherdi no rrrras,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05110,Sugarcane Juice,sherdi no raaas,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05111,Sugarcane Juice,sherdi no raaaas,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05112,Sugarcane Juice,sherdi no rasss,typo_char_repetition,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05113,Sugarcane Juice,sherdi no rassss,typo_char_repetition_extreme,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05114,Sugarcane Juice,serdi no ras,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05115,Sugarcane Juice,shrdi no ras,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05116,Sugarcane Juice,shedi no ras,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05117,Sugarcane Juice,sheri no ras,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05118,Sugarcane Juice,sherd no ras,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05119,Sugarcane Juice,sherdino ras,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05120,Sugarcane Juice,sherdi o ras,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05121,Sugarcane Juice,sherdi n ras,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05122,Sugarcane Juice,sherdi noras,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05123,Sugarcane Juice,sherdi no as,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
RIF_05124,Sugarcane Juice,sherdi no rs,typo_missing_char,English/Roman,drink,Pan-India,normal,glass,1 glass (300ml),Sugarcane Juice
